,id,name,latitude,longitude,primary_category,popularity_rating,verified,tip_count,price_tier,likes,rating,delivery_available,menu_available,specials_count,photos_count,listed,twitter_available,instagram_available,facebook_available,url_available,outdoor seating,wi-fi,reservations,atm,tvs,private room,music,coat check,breakfast,dessert,happy hour,lunch,brunch,dinner,beer,wine,full bar,cocktails,street parking,public lot,live music,jukebox,bar service,bar snacks,tasting menu,valet parking,byo,parking,table service,price
17,56fc6a13498edeb9c07e3398,Roister,41.886636000000000,-87.65140500000000,New American Restaurant,,1,35,3,66,8.6,0,0,0,224,437,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
18,50e26293e4b0eb1ff764981b,Fulton Market Kitchen,41.88727430446680,-87.65089062144560,Restaurant,,1,21,3,150,8.8,0,1,0,163,167,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
19,4e6f9c8da809952e23f1ac8a,Cold Storage,41.886870203342300,-87.65227829114880,Seafood Restaurant,,0,21,3,51,7.9,0,1,0,90,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20,5844f3c6d0bb3e5513a95002,The Madison Bar & Kitchen,41.881614174030000,-87.65318897462910,New American Restaurant,,1,6,3,45,7.5,0,1,0,68,18,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
21,595668292e26800edb06c257,City Mouse,41.887453212879000,-87.65227827478460,New American Restaurant,,0,7,3,69,7.3,0,1,0,50,59,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22,4b6cc9e3f964a52081542ce3,Cafe Ciao,41.88178275845740,-87.65083842036390,Italian Restaurant,,1,6,4,7,7.2,0,1,0,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4
23,4a7b9022f964a52069eb1fe3,Mercat a la Planxa,41.873212009842300,-87.62448108575720,Tapas Restaurant,,1,141,3,232,8.1,0,1,0,404,261,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24,51f468be498e2c7ba8b1a563,Kurah Mediterranean,41.864241517585600,-87.62402061417480,Mediterranean Restaurant,,1,25,3,52,7.5,1,1,0,69,40,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
25,4ac40dfcf964a520069e20e3,Chicago Firehouse Restaurant,41.86415053846480,-87.62395940272330,Steakhouse,,1,38,4,48,7.4,0,1,0,167,52,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
26,56072920498ecac16609cdf6,Sociale,41.8717573,-87.63091300000000,Tapas Restaurant,,0,7,3,18,7.5,1,1,0,92,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
27,4edfec742c5bb0e03e446a40,Acadia,41.85903,-87.62540900000000,New American Restaurant,,1,53,4,113,8.2,0,1,0,216,407,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
28,4de69b012271d1d113e3d3eb,Bodega N. 5 (at Mercat a la Planxa),41.87320906958130,-87.62448600118280,Spanish Restaurant,,0,9,4,10,7.6,0,1,0,18,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29,5043ce54e4b08d5b62f9ceec,Original Triple Crown,41.8521532095254,-87.63259888130590,Chinese Restaurant,,0,5,4,12,6.7,1,1,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,54a0b7eb498e19813223d06f,Chicago Oyster House,41.855594916744100,-87.6222319953545,Seafood Restaurant,,1,3,3,21,7.4,1,0,0,25,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31,4e18817cc65b6bfb590f3260,Pacific Shrimp Co,41.848306,-87.638724,Seafood Restaurant,,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,5797f54a498ebad131ac5ba0,Coda Di Volpe,41.94261460311700,-87.66385832224210,Italian Restaurant,,0,16,4,65,8.9,0,1,0,84,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,57e575a7498edc223c6efabd,Tuco & Blondie,41.94337681171730,-87.66414631786570,Mexican Restaurant,,0,18,3,57,8.0,1,1,0,66,43,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34,4b78c82af964a52024e22ee3,Yoshi's Cafe,41.94169355603550,-87.64924182512210,Japanese Restaurant,,0,30,3,58,8.9,0,1,0,130,70,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
